Name,Url,Description,Chains,Twitter,TVL,Chain TVLs,Category
Quadrat,https://plasma.finance/quadrat,Quadrat is an active liquidity management protocol for Uniswap v3 with Strategy Vaults provided by 0xPlasma Labs. You can provide liquidity in highly capital-efficient Quadrat vaults to earn the highest fees and APY from Uniswap v3 Pools. Asset Managers can create their own strategies for Uniswap v3 pool to manage their capital or attract external capital to strategies.,"['Polygon', 'Ethereum', 'Optimism', 'Arbitrum', 'Binance']",0xQuadrat,369407.9949717778,"{'Binance': 694.5205080750166, 'Optimism': 74040.82539000188, 'Ethereum': 142675.77636207794, 'Polygon': 148886.76106388643, 'Arbitrum': 3110.1116477365213}",Liquidity manager
Monopoly Finance,https://monopoly.finance,Monopoly Finance is a layered yield farming project utilizing Sushiswap's LP tokens. $DUO is its main governance token and additional features will be added for the upcoming layer.,['Arbitrum'],Monopoly_Fi,368889.6228432092,"{'Arbitrum-staking': 2400.6448046255764, 'Arbitrum': 368889.6228432092, 'staking': 2400.6448046255764}",Farm
Radiant V1,https://radiant.capital/#/markets,"Radiant Capital is aiming to be an omnichain money market, where users can deposit any major asset on any major chain and borrow a variety of supported assets across multiple chains",['Arbitrum'],RDNTCapital,366886.9735604416,"{'Arbitrum-borrowed': 271825.485548872, 'pool2': 104953.07469272782, 'Arbitrum-staking': 5079854.439709292, 'Arbitrum': 366886.9735604416, 'borrowed': 271825.485548872, 'Arbitrum-pool2': 104953.07469272782, 'staking': 5079854.439709292}",Lending
prePO,https://app.prepo.io/trade,Go long or short on pre-IPO stocks & pre-IDO tokens.,['Arbitrum'],prepo_io,364904.7811536976,{'Arbitrum': 364904.7811536976},Derivatives
Fluidity Money,https://fluidity.money/,"Fluidity Money allows users to wrap stablecoins in return for Fluid Assets. The stablecoins deposited are lent out on money markets like AAVE and Compound, and the yield generated is collected in a reward pool. Whenever a user transacts a Fluid Asset, they can earn yield from this pool.","['Arbitrum', 'Ethereum']",fluiditylabs,361759.7124130162,"{'Ethereum': 11387.316992450495, 'Arbitrum': 350372.3954205657}",CDP
Neku,https://neku.io,Neku Finance is a decentralized and multi-chain lending protocol,"['Moonriver', 'Arbitrum', 'Binance']",NekuFinance,358968.870634,"{'Arbitrum-borrowed': 259469.783101, 'Moonriver': 239440.522118, 'Binance-borrowed': 3085.77602, 'Moonriver-borrowed': 399010.759115, 'Binance': 666.921343, 'Arbitrum': 118861.427173, 'borrowed': 661566.318236}",Lending
SteakHut Liquidity,https://www.steakhut.finance,Automate and optimize concentrated liquidity.,"['Avalanche', 'Arbitrum']",steakhut_fi,349834.0656781263,"{'Avalanche': 298985.1858957386, 'Arbitrum': 50848.879782387674}",Liquidity manager
deBridge,https://debridge.finance,deBridge is a cross-chain interoperability and liquidity transfer protocol that allows the decentralized transfer of arbitrary data and assets between various blockchains,"['Ethereum', 'Polygon', 'Arbitrum', 'Binance', 'Heco']",deBridgeFinance,334805.60383493075,"{'Binance': 12807.033559651085, 'Ethereum': 283803.4848260485, 'Heco': 21.21566002274114, 'Polygon': 21221.835589312876, 'Arbitrum': 16952.034199895526}",Bridge
Risk Harbor,https://www.riskharbor.com/,"Risk Harbor is a risk management marketplace for decentralized finance (DeFi) that utilizes a completely automated, transparent, and impartial invariant detection mechanism to secure liquidity providers and stakers against smart contract risks, hacks, and attacks.","['Arbitrum', 'Avalanche', 'Ethereum', 'Optimism', 'Polygon', 'Aurora', 'Terra2', 'Terra', 'Fantom']",riskharbor,331633.06584927347,"{'Optimism': 14573.829453479702, 'Terra': 1.2888555999999997e-07, 'Ethereum': 17930.03707, 'Aurora': 3.826322, 'Avalanche': 43504.700573984606, 'Polygon': 4152, 'Arbitrum': 251468.50599634458, 'Terra2': 0.16643333568899998, 'Fantom': 0}",Insurance
Y2K V1,https://www.y2k.finance,"Y2K Finance is a suite of structured products designed for exotic peg derivatives, that will allow market participants the ability to robustly hedge or speculate on the risk of a particular pegged asset (or basket of pegged assets), deviating from their ‘fair implied market value’.",['Arbitrum'],y2kfinance,331500.751714652,"{'pool2': 548830.6359103541, 'Arbitrum': 331500.751714652, 'Arbitrum-pool2': 548830.6359103541}",Derivatives
Guru Network,https://ftm.guru,"A Multi-faceted growth hacker for indie projects, ftm.guru provides numerous Tools, Services and niche utility-applications to users and bespoke product customization, liquidity enhancement and data analytics products to De-Fi innovators","['MultiVAC', 'Binance', 'Fantom', 'Arbitrum', 'Metis', 'Polygon', 'Avalanche', 'Kucoin', 'Echelon']",FTM1337,328286.9690145663,"{'Echelon': 0, 'Metis': 9533.293460513853, 'Kucoin': 178.19987906410168, 'Binance': 94201.14300521262, 'Avalanche': 1757.3870184421426, 'Polygon': 4783.9888108318955, 'Arbitrum': 44234.71594905726, 'MultiVAC': 100559.07873022347, 'Fantom': 73039.16216122091}",Yield
Unlimited Network,https://www.unlimited.trade/pools,Unlimited Network - #DeFi ecosystem for the everyday degen.,['Arbitrum'],unlimited_defi,322329.8320243291,{'Arbitrum': 322329.8320243291},Derivatives
Predy V5,https://www.predy.finance,"Trade, Hedge, and Earn through pVault connected AMM. The most capital efficient Derivative based on Uniswap. Live on Arbitrum.",['Arbitrum'],predyfinance,317879.8792748596,"{'Arbitrum-borrowed': 100934.4789117523, 'Arbitrum': 317879.8792748596, 'borrowed': 100934.4789117523}",Derivatives
AlienFi,https://www.alien.fi,"The most faster, cheaper and secure DEX on Arbitrum. Swap, earn and farm tokens with few clicks and automate your earnings",['Arbitrum'],alienficoin,312093.6693936351,"{'Arbitrum-staking': 408540.8316972576, 'Arbitrum': 312093.6693936351, 'staking': 408540.8316972576}",Dexes
HashDAO Finance,https://www.hashdao.finance,HashDAO is a decentralized and non-custodial perpetual DEX on Arbitrum focused on delivering highly effective risk management along with first of a kind liquidity solution for LPs using original code designed from the ground up.,"['Binance', 'Arbitrum', 'Optimism']",HashDAOFinance,307979.8174813902,"{'Optimism': 53672.67880856463, 'Optimism-pool2': 3874.970355711675, 'Optimism-staking': 5167.866973018493, 'pool2': 231467.24222939904, 'Arbitrum-staking': 1114544.51927295, 'Binance-pool2': 4221.829957908306, 'Binance': 178698.34695227852, 'Binance-staking': 3422.6589653801825, 'Arbitrum': 75608.79172054707, 'Arbitrum-pool2': 223370.44191577905, 'staking': 1123135.0452113487}",Derivatives
Mycelium Perpetual Pools,https://pools.mycelium.xyz,Previously Tracer Perpetual Pools. Build and trade with Mycelium Perpetuals and gain leveraged exposure to any market in the world.,['Arbitrum'],mycelium_xyz,307158.25431636727,{'Arbitrum': 307158.25431636727},Derivatives
LFGSwap Arbitrum,https://app.lfgswap.finance/swap?chainId=42161,AMM DEX on Arbitrum,['Arbitrum'],LfgSwap,302797.8696276793,{'Arbitrum': 302797.8696276793},Dexes
Union Protocol,https://union.finance,A decentralized protocol for permissionless credit.,"['Ethereum', 'Arbitrum', 'Optimism']",unionprotocol,301138.90824448486,"{'Optimism': 71437.25752320312, 'Arbitrum-borrowed': 31605.002331185813, 'Ethereum': 134898.33520161046, 'Optimism-borrowed': 11734.588722347664, 'Ethereum-borrowed': 6184.201438931968, 'Arbitrum': 94803.31551967129, 'borrowed': 49523.79249246544}",Uncollateralized Lending
Neutra Finance,https://neutra.finance,"Delivering risk-hedged, sustainable investment strategies easily accessible for anyone, anywhere.",['Arbitrum'],Neutrafinance,297298.1867468636,{'Arbitrum': 297298.1867468636},Yield
Sector Finance,https://sector.finance,Sector Finance is a structured product protocol offering transparent risk analysis and real-yield market-neutral investment strategies.,"['Arbitrum', 'Optimism', 'Ethereum', 'Moonriver']",sector_fi,291401.2663553312,"{'Optimism': 23555.800190977203, 'Ethereum': 288.485561, 'Moonriver': 0, 'Arbitrum': 267556.980603354}",Yield
Ooki,https://ipfs-ooki-eth.ipns.dweb.link/lend/asset,"Ooki is a flexible decentralized finance protocol for margin trading, borrowing, lending and staking on multiple blockchains.","['Ethereum', 'Arbitrum', 'Polygon', 'Optimism', 'Binance']",OokiTrade,287273.9375263068,"{'Optimism': 11006.656897243332, 'Arbitrum-borrowed': 30174.49397917543, 'Polygon-borrowed': 8183.963577916435, 'Binance-borrowed': 983.072442834246, 'Binance': 786.7942953254169, 'Ethereum': 228267.5287258622, 'Optimism-borrowed': 1890.8385594740507, 'Ethereum-staking': 2174140.6133604036, 'Polygon': 12365.523113998202, 'Ethereum-borrowed': 414089.73019257106, 'Arbitrum': 34847.434493877634, 'borrowed': 455322.0987519712, 'staking': 2174140.6133604036}",Lending
Beluga Dex,https://arb.beluga.so,Beluga Protocol is a multichain stableswap AMM that aims to solve the problem of liquidity fragmentation with seamless cross-chain swaps.,['Arbitrum'],Belugadex,280493.3547425208,"{'Arbitrum-staking': 42678.66872758403, 'Arbitrum': 280493.3547425208, 'staking': 42678.66872758403}",Dexes
DBX Finance,https://dbx.finance,"DegenBrains Exchange (DBX) is a decentralized cross-chain exchange, built by the Degen Brain Finance (DBF) team.",['Arbitrum'],DbxFinance,276560.25226348016,{'Arbitrum': 276560.25226348016},Dexes
El Dorado Exchange,https://ede.finance,"El Dorado Exchange(EDE) is a decentralized spot and perpetual social trading exchange which prioritizes user security and stable investor returns. In EDE, all the interactions will happen on-chain. Trading is supported by 3 unique multi-asset pools","['Arbitrum', 'Binance']",ede_finance,276332.5575355544,"{'Binance': 82488.12000967485, 'Arbitrum': 193844.43752587953}",Derivatives
MM Finance Arbitrum V3,https://arbimm.finance,Uniswap V3 fork on Arbitrum,['Arbitrum'],MMFcrypto,274403.8257449118,{'Arbitrum': 274403.8257449118},Dexes
Grim Finance,https://www.grim.finance,"Grim Finance is a Smart Yield Optimizer Platform that allows users to stake LP-Tokens issued from the AMM’s in Smart Grim Vaults, which automatically harvest and re-stake their rewards as LP-Tokens for a compounding effect. Helping users reap more rewards, hassle-free.","['Fantom', 'Avalanche', 'Arbitrum', 'Kava', 'Telos', 'Polygon']",financegrim,267711.74266168993,"{'Kava': 181.19210185547632, 'Avalanche': 3752.5020353312134, 'Polygon': 0.16792584549410344, 'Telos': 164.92518794181152, 'Arbitrum': 495.80835908693064, 'Fantom': 263117.147051629}",Yield
LionDEX,https://liondex.com,"LionDEX is a decentralized crypto derivatives trading protocol. Supported Zero-slippage perpetual futures trading With the innovation of PvP-AMM trading protocol, traders can enjoy extra market liquidity incentives.",['Arbitrum'],LionDEXOfficial,249678.22509716844,"{'Arbitrum-staking': 97194.64985872405, 'Arbitrum': 249678.22509716844, 'staking': 97194.64985872405}",Derivatives
Hodlify,https://alpha.hodlify.io,Dynamic Chains Earning Infrastructure for HODLers,"['Optimism', 'Arbitrum', 'Polygon']",hodlifyapp,245362.32799256052,"{'Optimism': 115548.86031831583, 'Polygon': 25771.255638, 'Arbitrum': 104042.21203624469}",Yield Aggregator
Teahouse Permissionless,https://vault.teahouse.finance,Teahouse Permissionless Vaults are flexible liquidity provision vaults (dual asset pairs) where users can deposit and withdraw at any time. They run dedicated DeFi strategies that dynamically respond to market signals and are managed by professional Strategy Managers.,"['Arbitrum', 'Optimism', 'Polygon', 'Ethereum']",TeahouseFinance,239175.77410134097,"{'Optimism': 28962.661696785424, 'Ethereum': 0, 'Polygon': 17045.73782912392, 'Arbitrum': 193167.37457543163}",Liquidity manager
Cap,https://www.cap.io,"CAP lets you trade crypto markets like BTC/USD and ETH/USD with leverage. It is decentralized, open source, and accessible to everyone.",['Arbitrum'],CapDotFinance,235168.48394168215,"{'Arbitrum-staking': 85107.74167817054, 'Arbitrum': 235168.48394168215, 'staking': 85107.74167817054}",Derivatives
Hundred Finance,https://hundred.finance,"Hundred Finance is the successor to Percent Finance, a community owned fork of Compound Finance using Chainlink oracles.","['Fantom', 'Arbitrum', 'Polygon', 'Harmony', 'xDai', 'Moonriver', 'Optimism', 'Ethereum']",HundredFinance,231508.38887066254,"{'Optimism': 1.8228354896056571, 'Arbitrum-borrowed': 16557.266296779402, 'Moonriver': 2.0397981373379914, 'Polygon-borrowed': 169.92910135819739, 'xDai-borrowed': 6265.430582326272, 'Harmony': 851.6293007392941, 'Harmony-borrowed': 14702.907124487489, 'Moonriver-borrowed': 28337.86050721766, 'Fantom-borrowed': 10484.837355666155, 'Ethereum': 0.0002631400000008741, 'Optimism-borrowed': 7152063.581155274, 'xDai': 168.4344364171851, 'Polygon': 3788.8475751255974, 'Ethereum-borrowed': 1711.148599563834, 'Arbitrum': 82222.69002716057, 'borrowed': 7230292.960722673, 'Fantom': 144472.92463445297}",Lending
Sushi Kashi,https://sushi.com,Lend and borrow assets in Kashi isolated risk markets.,"['Ethereum', 'Polygon', 'Binance', 'Arbitrum', 'Avalanche']",SushiSwap,227238.81409188296,"{'Arbitrum-borrowed': 184666.9906680093, 'Polygon-borrowed': 3856965.938345827, 'Binance-borrowed': 39662.119836859514, 'Binance': 8075.859635735891, 'Ethereum': 178063.45198301505, 'Avalanche': 736.356557832203, 'Polygon': 36049.73370176977, 'Ethereum-borrowed': 6214914.245279954, 'Arbitrum': 4313.412213530035, 'borrowed': 10303315.934373738, 'Avalanche-borrowed': 7106.640243088525}",Lending
xDollar,https://www.xdollar.fi/,"xDollar is cross-chain collateral based stablecoin lending platform with zero interest fee, 110% low collateral ratio and fully redeemable XIM plus DAO governance and multi-collateral vault system.","['IoTeX', 'Polygon', 'Ethereum', 'Arbitrum', 'Avalanche']",xDollarFi,220848.501929502,"{'Arbitrum-staking': 0, 'IoTeX': 158724.31841065316, 'Ethereum': 23524.63701911379, 'Avalanche': 3999.639140046023, 'Avalanche-staking': 0, 'Polygon': 24940.3227, 'Polygon-staking': 0, 'Arbitrum': 9659.584659689042, 'staking': 0}",CDP
Savvy,https://savvydefi.io,"Savvy is a non-liquidating, auto-repaying, interest-free borrowing platform. Borrow up to 50% of the value of the collateral using Savvy synths. You can borrow in stablecoins, Ethereum, or Bitcoin derivatives and repay in kind, eliminating the need for liquidations. Loans are backed against the future yield of the collateral.",['Arbitrum'],SavvyDeFi,220025.47642346515,{'Arbitrum': 220025.47642346515},CDP
Fuji V1,https://www.fujidao.org,First De-Fi borrowing aggregator,"['Ethereum', 'Arbitrum', 'Polygon', 'Fantom', 'Optimism']",FujiFinance,218218.26019498776,"{'Optimism': 215.14347843696487, 'Ethereum': 120524.48520374355, 'Polygon': 16409.735576665335, 'Arbitrum': 70196.52721940218, 'Fantom': 10872.368716739731}",Lending
DexFinance Arbitrum,https://app.dexfinance.com/swap,Bringing the world tools to optimize and simplify DeFi investing.,['Arbitrum'],DexFinance,218218.0906496438,{'Arbitrum': 218218.0906496438},Dexes
handle.fi,https://handle.fi,"handle.fi is a decentralised multi-currency stablecoin protocol. The handle protocol allows users to borrow, swap and leverage trade multi-currency stablecoins called fxTokens; creating a global defi FX market. handle.fi stablecoins are called fxTokens and are collateral backed representing, and soft pegged to, a range of currencies.",['Arbitrum'],handle_fi,210089.74362915556,"{'pool2': 630.2104913916177, 'Arbitrum': 210089.74362915556, 'Arbitrum-pool2': 630.2104913916177}",CDP
MYSO V1,https://www.myso.finance,"We're building a liquidation-free, fixed-interest and oracle-free borrowing solution. Borrowers are freed from liquidation risk while liquidity providers gain exposure to a passive option writing strategy, unlocking option selling as a sustainable yield source.","['Ethereum', 'Arbitrum']",MysoFinance,202329.66849578492,"{'Ethereum': 202329.66849578492, 'Arbitrum': 0}",Lending
